PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
162,1,12,2653,132.04,81.7839405922205,54.8205687999482,27.9423232186667
162,1,13,3330,134.54,81.7839405922205,54.8205687999482,27.9423232186667
162,1,14,3861,143.12,81.7839405922205,54.8205687999482,27.9423232186667
162,1,15,3434,418.6,81.7839405922205,54.8205687999482,27.9423232186667
162,1,16,2727,162.62,81.7839405922205,54.8205687999482,27.9423232186667
162,1,17,1991,157.3,81.7839405922205,54.8205687999482,27.9423232186667
162,1,18,1212,140.36,81.7839405922205,54.8205687999482,27.9423232186667
162,1,19,670,124.07,81.7839405922205,54.8205687999482,27.9423232186667
162,1,20,326,117.17,81.7839405922205,54.8205687999482,27.9423232186667
162,1,21,134,115.07,81.7839405922205,54.8205687999482,27.9423232186667
162,1,22,42,119.94,81.7839405922205,54.8205687999482,27.9423232186667
162,1,23,25,122.73,81.7839405922205,54.8205687999482,27.9423232186667
163,1,0,45,115.74,84.1532628313956,56.4087484826755,28.7518264944541
163,1,1,41,100.18,84.1532628313956,56.4087484826755,28.7518264944541
163,1,2,144,97.22,84.1532628313956,56.4087484826755,28.7518264944541
163,1,3,756,101.08,84.1532628313956,56.4087484826755,28.7518264944541
163,1,4,1961,104.73,84.1532628313956,56.4087484826755,28.7518264944541
163,1,5,2650,105.98,84.1532628313956,56.4087484826755,28.7518264944541
163,1,6,3011,116.61,84.1532628313956,56.4087484826755,28.7518264944541
163,1,7,2684,107.65,84.1532628313956,56.4087484826755,28.7518264944541
163,1,8,2264,113.91,84.1532628313956,56.4087484826755,28.7518264944541
163,1,9,2457,117.52,84.1532628313956,56.4087484826755,28.7518264944541
163,1,10,2446,117.41,84.1532628313956,56.4087484826755,28.7518264944541
163,1,11,2934,124.19,84.1532628313956,56.4087484826755,28.7518264944541
163,1,12,3439,131.64,84.1532628313956,56.4087484826755,28.7518264944541
163,1,13,4310,125.88,84.1532628313956,56.4087484826755,28.7518264944541
163,1,14,5061,140.17,84.1532628313956,56.4087484826755,28.7518264944541
163,1,15,4489,155.16,84.1532628313956,56.4087484826755,28.7518264944541
163,1,16,3597,161.35,84.1532628313956,56.4087484826755,28.7518264944541
163,1,17,2371,150.92,84.1532628313956,56.4087484826755,28.7518264944541
163,1,18,1603,136.55,84.1532628313956,56.4087484826755,28.7518264944541
163,1,19,962,119.23,84.1532628313956,56.4087484826755,28.7518264944541
163,1,20,538,112.17,84.1532628313956,56.4087484826755,28.7518264944541
163,1,21,195,115.58,84.1532628313956,56.4087484826755,28.7518264944541
163,1,22,77,113.44,84.1532628313956,56.4087484826755,28.7518264944541
163,1,23,36,125.02,84.1532628313956,56.4087484826755,28.7518264944541
164,1,0,51,116.83,94.120991981748,63.0902140333599,32.1574035265513
164,1,1,65,88.35,94.120991981748,63.0902140333599,32.1574035265513
164,1,2,240,91.22,94.120991981748,63.0902140333599,32.1574035265513
164,1,3,1066,110.61,94.120991981748,63.0902140333599,32.1574035265513
164,1,4,2732,95.16,94.120991981748,63.0902140333599,32.1574035265513
164,1,5,3435,93.16,94.120991981748,63.0902140333599,32.1574035265513
164,1,6,3789,98.55,94.120991981748,63.0902140333599,32.1574035265513
164,1,7,3383,93.74,94.120991981748,63.0902140333599,32.1574035265513
164,1,8,2804,96.74,94.120991981748,63.0902140333599,32.1574035265513
